ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,FNS31333,31333.TXT,0.44665,0.53301,0.48603,3

ROUGE-1+StopWordRemoval,FNS31333,31333.TXT,0.51713,0.59056,0.55141,3

ROUGE-2+StopWordRemoval,FNS31333,31333.TXT,0.30794,0.37226,0.33706,3

ROUGE-SU4+StopWordRemoval,FNS31333,31333.TXT,0.37099,0.36477,0.36785,3

ROUGE-L+StopWordRemoval,FNS32543,32543.TXT,0.25613,0.38521,0.30768,4

ROUGE-1+StopWordRemoval,FNS32543,32543.TXT,0.32625,0.48207,0.38914,4

ROUGE-2+StopWordRemoval,FNS32543,32543.TXT,0.09890,0.12737,0.11134,4

ROUGE-SU4+StopWordRemoval,FNS32543,32543.TXT,0.17924,0.18842,0.18372,4

ROUGE-L+StopWordRemoval,FNS32424,32424.TXT,0.38012,0.39765,0.38869,4

ROUGE-1+StopWordRemoval,FNS32424,32424.TXT,0.44249,0.47913,0.46008,4

ROUGE-2+StopWordRemoval,FNS32424,32424.TXT,0.19847,0.26318,0.22629,4

ROUGE-SU4+StopWordRemoval,FNS32424,32424.TXT,0.28654,0.26489,0.27529,4

ROUGE-L+StopWordRemoval,FNS32545,32545.TXT,0.25456,0.29507,0.27333,4

ROUGE-1+StopWordRemoval,FNS32545,32545.TXT,0.32150,0.41007,0.36042,4

ROUGE-2+StopWordRemoval,FNS32545,32545.TXT,0.11375,0.11619,0.11496,4

ROUGE-SU4+StopWordRemoval,FNS32545,32545.TXT,0.20314,0.16503,0.18212,4

ROUGE-L+StopWordRemoval,FNS31699,31699.TXT,0.55398,0.33607,0.41835,3

ROUGE-1+StopWordRemoval,FNS31699,31699.TXT,0.69272,0.38356,0.49374,3

ROUGE-2+StopWordRemoval,FNS31699,31699.TXT,0.42352,0.22755,0.29605,3

ROUGE-SU4+StopWordRemoval,FNS31699,31699.TXT,0.48995,0.23235,0.31522,3

ROUGE-L+StopWordRemoval,FNS31336,31336.TXT,0.30184,0.32357,0.31233,4

ROUGE-1+StopWordRemoval,FNS31336,31336.TXT,0.41880,0.41904,0.41892,4

ROUGE-2+StopWordRemoval,FNS31336,31336.TXT,0.16915,0.15673,0.16270,4

ROUGE-SU4+StopWordRemoval,FNS31336,31336.TXT,0.26571,0.18316,0.21685,4

ROUGE-L+StopWordRemoval,FNS30920,30920.TXT,0.43775,0.49875,0.46626,3

ROUGE-1+StopWordRemoval,FNS30920,30920.TXT,0.49109,0.59619,0.53856,3

ROUGE-2+StopWordRemoval,FNS30920,30920.TXT,0.31701,0.33233,0.32449,3

ROUGE-SU4+StopWordRemoval,FNS30920,30920.TXT,0.39668,0.31908,0.35367,3

ROUGE-L+StopWordRemoval,FNS32548,32548.TXT,0.45929,0.48397,0.47131,3

ROUGE-1+StopWordRemoval,FNS32548,32548.TXT,0.52202,0.56549,0.54289,3

ROUGE-2+StopWordRemoval,FNS32548,32548.TXT,0.29813,0.31522,0.30644,3

ROUGE-SU4+StopWordRemoval,FNS32548,32548.TXT,0.38587,0.30198,0.33881,3

ROUGE-L+StopWordRemoval,FNS32540,32540.TXT,0.44441,0.41990,0.43181,3

ROUGE-1+StopWordRemoval,FNS32540,32540.TXT,0.47164,0.47533,0.47348,3

ROUGE-2+StopWordRemoval,FNS32540,32540.TXT,0.28167,0.34134,0.30865,3

ROUGE-SU4+StopWordRemoval,FNS32540,32540.TXT,0.32272,0.33754,0.32997,3

ROUGE-L+StopWordRemoval,FNS30800,30800.TXT,0.33312,0.49661,0.39876,3

ROUGE-1+StopWordRemoval,FNS30800,30800.TXT,0.28794,0.55233,0.37854,3

ROUGE-2+StopWordRemoval,FNS30800,30800.TXT,0.16569,0.28492,0.20953,3

ROUGE-SU4+StopWordRemoval,FNS30800,30800.TXT,0.21877,0.27040,0.24186,3

ROUGE-L+StopWordRemoval,FNS30922,30922.TXT,0.32302,0.30740,0.31502,3

ROUGE-1+StopWordRemoval,FNS30922,30922.TXT,0.39831,0.45595,0.42518,3

ROUGE-2+StopWordRemoval,FNS30922,30922.TXT,0.15230,0.13425,0.14271,3

ROUGE-SU4+StopWordRemoval,FNS30922,30922.TXT,0.23177,0.18274,0.20435,3

ROUGE-L+StopWordRemoval,FNS30924,30924.TXT,0.51217,0.47277,0.49168,3

ROUGE-1+StopWordRemoval,FNS30924,30924.TXT,0.62276,0.53015,0.57273,3

ROUGE-2+StopWordRemoval,FNS30924,30924.TXT,0.40018,0.33571,0.36512,3

ROUGE-SU4+StopWordRemoval,FNS30924,30924.TXT,0.45456,0.34345,0.39127,3

ROUGE-L+StopWordRemoval,FNS30927,30927.TXT,0.33909,0.36190,0.35013,3

ROUGE-1+StopWordRemoval,FNS30927,30927.TXT,0.43990,0.47545,0.45699,3

ROUGE-2+StopWordRemoval,FNS30927,30927.TXT,0.14491,0.14605,0.14548,3

ROUGE-SU4+StopWordRemoval,FNS30927,30927.TXT,0.25012,0.18466,0.21246,3

ROUGE-L+StopWordRemoval,FNS30808,30808.TXT,0.31439,0.32731,0.32072,6

ROUGE-1+StopWordRemoval,FNS30808,30808.TXT,0.27544,0.44552,0.34042,6

ROUGE-2+StopWordRemoval,FNS30808,30808.TXT,0.14169,0.20014,0.16592,6

ROUGE-SU4+StopWordRemoval,FNS30808,30808.TXT,0.18602,0.22299,0.20284,6

ROUGE-L+StopWordRemoval,FNS31540,31540.TXT,0.39892,0.47171,0.43228,3

ROUGE-1+StopWordRemoval,FNS31540,31540.TXT,0.46062,0.55132,0.50191,3

ROUGE-2+StopWordRemoval,FNS31540,31540.TXT,0.23112,0.31237,0.26567,3

ROUGE-SU4+StopWordRemoval,FNS31540,31540.TXT,0.30710,0.32577,0.31616,3

ROUGE-L+StopWordRemoval,FNS31661,31661.TXT,0.38601,0.46110,0.42023,3

ROUGE-1+StopWordRemoval,FNS31661,31661.TXT,0.41034,0.50367,0.45224,3

ROUGE-2+StopWordRemoval,FNS31661,31661.TXT,0.19796,0.30631,0.24049,3

ROUGE-SU4+StopWordRemoval,FNS31661,31661.TXT,0.26626,0.28884,0.27709,3

ROUGE-L+StopWordRemoval,FNS31784,31784.TXT,0.40415,0.52322,0.45604,3

ROUGE-1+StopWordRemoval,FNS31784,31784.TXT,0.47028,0.53134,0.49895,3

ROUGE-2+StopWordRemoval,FNS31784,31784.TXT,0.24141,0.37317,0.29316,3

ROUGE-SU4+StopWordRemoval,FNS31784,31784.TXT,0.32085,0.37521,0.34590,3

ROUGE-L+StopWordRemoval,FNS32874,32874.TXT,0.42710,0.44484,0.43579,4

ROUGE-1+StopWordRemoval,FNS32874,32874.TXT,0.43794,0.56691,0.49415,4

ROUGE-2+StopWordRemoval,FNS32874,32874.TXT,0.24240,0.27908,0.25945,4

ROUGE-SU4+StopWordRemoval,FNS32874,32874.TXT,0.32779,0.28877,0.30705,4

ROUGE-L+StopWordRemoval,FNS31664,31664.TXT,0.28019,0.38026,0.32265,3

ROUGE-1+StopWordRemoval,FNS31664,31664.TXT,0.27916,0.51818,0.36284,3

ROUGE-2+StopWordRemoval,FNS31664,31664.TXT,0.10600,0.19539,0.13744,3

ROUGE-SU4+StopWordRemoval,FNS31664,31664.TXT,0.14819,0.25269,0.18682,3

ROUGE-L+StopWordRemoval,FNS31424,31424.TXT,0.32486,0.49591,0.39256,3

ROUGE-1+StopWordRemoval,FNS31424,31424.TXT,0.40351,0.62678,0.49095,3

ROUGE-2+StopWordRemoval,FNS31424,31424.TXT,0.25111,0.39340,0.30655,3

ROUGE-SU4+StopWordRemoval,FNS31424,31424.TXT,0.31954,0.39798,0.35447,3

ROUGE-L+StopWordRemoval,FNS31546,31546.TXT,0.52835,0.40407,0.45793,4

ROUGE-1+StopWordRemoval,FNS31546,31546.TXT,0.62798,0.41443,0.49933,4

ROUGE-2+StopWordRemoval,FNS31546,31546.TXT,0.35000,0.24948,0.29132,4

ROUGE-SU4+StopWordRemoval,FNS31546,31546.TXT,0.45143,0.23543,0.30947,4

ROUGE-L+StopWordRemoval,FNS32071,32071.TXT,0.42712,0.43107,0.42909,4

ROUGE-1+StopWordRemoval,FNS32071,32071.TXT,0.49758,0.53026,0.51340,4

ROUGE-2+StopWordRemoval,FNS32071,32071.TXT,0.24962,0.28029,0.26407,4

ROUGE-SU4+StopWordRemoval,FNS32071,32071.TXT,0.33653,0.28571,0.30905,4

ROUGE-L+StopWordRemoval,FNS32072,32072.TXT,0.25570,0.25151,0.25359,3

ROUGE-1+StopWordRemoval,FNS32072,32072.TXT,0.33251,0.34888,0.34050,3

ROUGE-2+StopWordRemoval,FNS32072,32072.TXT,0.08555,0.08426,0.08490,3

ROUGE-SU4+StopWordRemoval,FNS32072,32072.TXT,0.16079,0.13462,0.14655,3

ROUGE-L+StopWordRemoval,FNS32074,32074.TXT,0.48737,0.37017,0.42076,4

ROUGE-1+StopWordRemoval,FNS32074,32074.TXT,0.59012,0.43609,0.50154,4

ROUGE-2+StopWordRemoval,FNS32074,32074.TXT,0.29159,0.19861,0.23628,4

ROUGE-SU4+StopWordRemoval,FNS32074,32074.TXT,0.38781,0.21250,0.27456,4

ROUGE-L+StopWordRemoval,FNS32196,32196.TXT,0.28554,0.22652,0.25263,3

ROUGE-1+StopWordRemoval,FNS32196,32196.TXT,0.35294,0.33165,0.34196,3

ROUGE-2+StopWordRemoval,FNS32196,32196.TXT,0.12065,0.07895,0.09544,3

ROUGE-SU4+StopWordRemoval,FNS32196,32196.TXT,0.20091,0.12428,0.15357,3

ROUGE-L+StopWordRemoval,FNS32197,32197.TXT,0.31574,0.19706,0.24267,3

ROUGE-1+StopWordRemoval,FNS32197,32197.TXT,0.49914,0.29377,0.36986,3

ROUGE-2+StopWordRemoval,FNS32197,32197.TXT,0.09369,0.06612,0.07752,3

ROUGE-SU4+StopWordRemoval,FNS32197,32197.TXT,0.23066,0.10831,0.14740,3

ROUGE-L+StopWordRemoval,FNS32879,32879.TXT,0.42975,0.47575,0.45158,3

ROUGE-1+StopWordRemoval,FNS32879,32879.TXT,0.50019,0.48190,0.49087,3

ROUGE-2+StopWordRemoval,FNS32879,32879.TXT,0.24652,0.31369,0.27608,3

ROUGE-SU4+StopWordRemoval,FNS32879,32879.TXT,0.32367,0.31523,0.31939,3

ROUGE-L+StopWordRemoval,FNS31306,31306.TXT,0.53144,0.50294,0.51680,3

ROUGE-1+StopWordRemoval,FNS31306,31306.TXT,0.59356,0.58192,0.58768,3

ROUGE-2+StopWordRemoval,FNS31306,31306.TXT,0.36288,0.37259,0.36767,3

ROUGE-SU4+StopWordRemoval,FNS31306,31306.TXT,0.44131,0.37849,0.40749,3

ROUGE-L+StopWordRemoval,FNS31794,31794.TXT,0.51340,0.37852,0.43576,3

ROUGE-1+StopWordRemoval,FNS31794,31794.TXT,0.43488,0.40152,0.41753,3

ROUGE-2+StopWordRemoval,FNS31794,31794.TXT,0.34641,0.22788,0.27491,3

ROUGE-SU4+StopWordRemoval,FNS31794,31794.TXT,0.40998,0.21012,0.27784,3

ROUGE-L+StopWordRemoval,FNS32886,32886.TXT,0.42118,0.36477,0.39095,4

ROUGE-1+StopWordRemoval,FNS32886,32886.TXT,0.53155,0.42918,0.47491,4

ROUGE-2+StopWordRemoval,FNS32886,32886.TXT,0.24065,0.25238,0.24638,4

ROUGE-SU4+StopWordRemoval,FNS32886,32886.TXT,0.33403,0.25381,0.28845,4

ROUGE-L+StopWordRemoval,FNS31677,31677.TXT,0.36023,0.33998,0.34981,3

ROUGE-1+StopWordRemoval,FNS31677,31677.TXT,0.44836,0.44040,0.44435,3

ROUGE-2+StopWordRemoval,FNS31677,31677.TXT,0.19996,0.15167,0.17250,3

ROUGE-SU4+StopWordRemoval,FNS31677,31677.TXT,0.30554,0.17726,0.22436,3

ROUGE-L+StopWordRemoval,FNS31315,31315.TXT,0.32351,0.49704,0.39193,3

ROUGE-1+StopWordRemoval,FNS31315,31315.TXT,0.40485,0.62369,0.49099,3

ROUGE-2+StopWordRemoval,FNS31315,31315.TXT,0.18403,0.39329,0.25073,3

ROUGE-SU4+StopWordRemoval,FNS31315,31315.TXT,0.23404,0.41173,0.29844,3

ROUGE-L+StopWordRemoval,FNS31678,31678.TXT,0.37120,0.27313,0.31470,4

ROUGE-1+StopWordRemoval,FNS31678,31678.TXT,0.43502,0.35207,0.38917,4

ROUGE-2+StopWordRemoval,FNS31678,31678.TXT,0.17487,0.11100,0.13580,4

ROUGE-SU4+StopWordRemoval,FNS31678,31678.TXT,0.27017,0.13949,0.18399,4

ROUGE-L+StopWordRemoval,FNS31316,31316.TXT,0.45563,0.48795,0.47124,4

ROUGE-1+StopWordRemoval,FNS31316,31316.TXT,0.53878,0.55967,0.54902,4

ROUGE-2+StopWordRemoval,FNS31316,31316.TXT,0.31652,0.30116,0.30865,4

ROUGE-SU4+StopWordRemoval,FNS31316,31316.TXT,0.39392,0.31403,0.34947,4

ROUGE-L+StopWordRemoval,FNS33053,33053.TXT,0.34003,0.22260,0.26906,3

ROUGE-1+StopWordRemoval,FNS33053,33053.TXT,0.52476,0.27930,0.36457,3

ROUGE-2+StopWordRemoval,FNS33053,33053.TXT,0.27258,0.10461,0.15119,3

ROUGE-SU4+StopWordRemoval,FNS33053,33053.TXT,0.36338,0.12203,0.18271,3

ROUGE-L+StopWordRemoval,FNS33054,33054.TXT,0.40564,0.34118,0.37062,3

ROUGE-1+StopWordRemoval,FNS33054,33054.TXT,0.48189,0.41702,0.44711,3

ROUGE-2+StopWordRemoval,FNS33054,33054.TXT,0.20930,0.18743,0.19777,3

ROUGE-SU4+StopWordRemoval,FNS33054,33054.TXT,0.29715,0.21440,0.24908,3

ROUGE-L+StopWordRemoval,FNS33057,33057.TXT,0.45655,0.43276,0.44434,4

ROUGE-1+StopWordRemoval,FNS33057,33057.TXT,0.49605,0.47427,0.48492,4

ROUGE-2+StopWordRemoval,FNS33057,33057.TXT,0.21742,0.26483,0.23879,4

ROUGE-SU4+StopWordRemoval,FNS33057,33057.TXT,0.31820,0.25792,0.28490,4

ROUGE-L+StopWordRemoval,FNS30907,30907.TXT,0.51448,0.51613,0.51530,3

ROUGE-1+StopWordRemoval,FNS30907,30907.TXT,0.58076,0.59267,0.58666,3

ROUGE-2+StopWordRemoval,FNS30907,30907.TXT,0.39204,0.33333,0.36031,3

ROUGE-SU4+StopWordRemoval,FNS30907,30907.TXT,0.45624,0.31365,0.37174,3

ROUGE-L+StopWordRemoval,FNS32092,32092.TXT,0.42464,0.45868,0.44101,4

ROUGE-1+StopWordRemoval,FNS32092,32092.TXT,0.47447,0.46786,0.47115,4

ROUGE-2+StopWordRemoval,FNS32092,32092.TXT,0.23177,0.30316,0.26270,4

ROUGE-SU4+StopWordRemoval,FNS32092,32092.TXT,0.32098,0.30246,0.31144,4

ROUGE-L+StopWordRemoval,FNS32648,32648.TXT,0.28537,0.30920,0.29681,3

ROUGE-1+StopWordRemoval,FNS32648,32648.TXT,0.37663,0.49665,0.42839,3

ROUGE-2+StopWordRemoval,FNS32648,32648.TXT,0.10622,0.15509,0.12608,3

ROUGE-SU4+StopWordRemoval,FNS32648,32648.TXT,0.18021,0.22265,0.19919,3

ROUGE-L+StopWordRemoval,FNS32408,32408.TXT,0.50858,0.48044,0.49411,3

ROUGE-1+StopWordRemoval,FNS32408,32408.TXT,0.56007,0.52490,0.54192,3

ROUGE-2+StopWordRemoval,FNS32408,32408.TXT,0.29382,0.34337,0.31667,3

ROUGE-SU4+StopWordRemoval,FNS32408,32408.TXT,0.38574,0.34997,0.36698,3

ROUGE-L+StopWordRemoval,FNS31319,31319.TXT,0.42622,0.41311,0.41956,3

ROUGE-1+StopWordRemoval,FNS31319,31319.TXT,0.48633,0.47377,0.47997,3

ROUGE-2+StopWordRemoval,FNS31319,31319.TXT,0.25436,0.23031,0.24174,3

ROUGE-SU4+StopWordRemoval,FNS31319,31319.TXT,0.33228,0.23812,0.27743,3

ROUGE-L+StopWordRemoval,FNS30901,30901.TXT,0.36923,0.61767,0.46218,3

ROUGE-1+StopWordRemoval,FNS30901,30901.TXT,0.35971,0.71584,0.47881,3

ROUGE-2+StopWordRemoval,FNS30901,30901.TXT,0.22168,0.46266,0.29974,3

ROUGE-SU4+StopWordRemoval,FNS30901,30901.TXT,0.27933,0.46402,0.34873,3

ROUGE-L+StopWordRemoval,FNS30902,30902.TXT,0.35803,0.43226,0.39166,3

ROUGE-1+StopWordRemoval,FNS30902,30902.TXT,0.39259,0.50051,0.44003,3

ROUGE-2+StopWordRemoval,FNS30902,30902.TXT,0.18854,0.29830,0.23104,3

ROUGE-SU4+StopWordRemoval,FNS30902,30902.TXT,0.26307,0.28349,0.27290,3

ROUGE-L+StopWordRemoval,FNS30903,30903.TXT,0.34049,0.26570,0.29848,3

ROUGE-1+StopWordRemoval,FNS30903,30903.TXT,0.41945,0.41400,0.41671,3

ROUGE-2+StopWordRemoval,FNS30903,30903.TXT,0.16986,0.13046,0.14758,3

ROUGE-SU4+StopWordRemoval,FNS30903,30903.TXT,0.25333,0.17689,0.20832,3

ROUGE-L+StopWordRemoval,FNS30904,30904.TXT,0.42472,0.16384,0.23646,3

ROUGE-1+StopWordRemoval,FNS30904,30904.TXT,0.52552,0.21764,0.30780,3

ROUGE-2+StopWordRemoval,FNS30904,30904.TXT,0.21187,0.04834,0.07872,3

ROUGE-SU4+StopWordRemoval,FNS30904,30904.TXT,0.31422,0.07419,0.12004,3

ROUGE-L+StopWordRemoval,FNS30790,30790.TXT,0.33636,0.44246,0.38218,4

ROUGE-1+StopWordRemoval,FNS30790,30790.TXT,0.32961,0.48164,0.39138,4

ROUGE-2+StopWordRemoval,FNS30790,30790.TXT,0.15654,0.26051,0.19556,4

ROUGE-SU4+StopWordRemoval,FNS30790,30790.TXT,0.23016,0.26570,0.24666,4

ROUGE-L+StopWordRemoval,FNS32179,32179.TXT,0.32893,0.42177,0.36961,3

ROUGE-1+StopWordRemoval,FNS32179,32179.TXT,0.30928,0.47204,0.37371,3

ROUGE-2+StopWordRemoval,FNS32179,32179.TXT,0.11975,0.32939,0.17564,3

ROUGE-SU4+StopWordRemoval,FNS32179,32179.TXT,0.17634,0.33786,0.23173,3

ROUGE-L+StopWordRemoval,FNS33027,33027.TXT,0.27866,0.28420,0.28140,4

ROUGE-1+StopWordRemoval,FNS33027,33027.TXT,0.35788,0.39176,0.37405,4

ROUGE-2+StopWordRemoval,FNS33027,33027.TXT,0.13390,0.13371,0.13380,4

ROUGE-SU4+StopWordRemoval,FNS33027,33027.TXT,0.21831,0.17882,0.19660,4

ROUGE-L+StopWordRemoval,FNS33029,33029.TXT,0.34081,0.42661,0.37891,3

ROUGE-1+StopWordRemoval,FNS33029,33029.TXT,0.36318,0.58066,0.44686,3

ROUGE-2+StopWordRemoval,FNS33029,33029.TXT,0.16983,0.22580,0.19385,3

ROUGE-SU4+StopWordRemoval,FNS33029,33029.TXT,0.25012,0.26923,0.25932,3

ROUGE-L+StopWordRemoval,FNS32854,32854.TXT,0.37883,0.41907,0.39794,3

ROUGE-1+StopWordRemoval,FNS32854,32854.TXT,0.37850,0.51274,0.43551,3

ROUGE-2+StopWordRemoval,FNS32854,32854.TXT,0.18694,0.26905,0.22060,3

ROUGE-SU4+StopWordRemoval,FNS32854,32854.TXT,0.25150,0.25570,0.25359,3

ROUGE-L+StopWordRemoval,FNS32734,32734.TXT,0.50147,0.26232,0.34446,3

ROUGE-1+StopWordRemoval,FNS32734,32734.TXT,0.55323,0.32368,0.40841,3

ROUGE-2+StopWordRemoval,FNS32734,32734.TXT,0.23329,0.13734,0.17289,3

ROUGE-SU4+StopWordRemoval,FNS32734,32734.TXT,0.36195,0.15800,0.21997,3

ROUGE-L+StopWordRemoval,FNS31766,31766.TXT,0.39095,0.43979,0.41394,3

ROUGE-1+StopWordRemoval,FNS31766,31766.TXT,0.40250,0.49064,0.44222,3

ROUGE-2+StopWordRemoval,FNS31766,31766.TXT,0.19431,0.30402,0.23709,3

ROUGE-SU4+StopWordRemoval,FNS31766,31766.TXT,0.27132,0.28878,0.27978,3

ROUGE-L+StopWordRemoval,FNS31646,31646.TXT,0.44649,0.48730,0.46600,3

ROUGE-1+StopWordRemoval,FNS31646,31646.TXT,0.41477,0.50150,0.45403,3

ROUGE-2+StopWordRemoval,FNS31646,31646.TXT,0.22416,0.32764,0.26620,3

ROUGE-SU4+StopWordRemoval,FNS31646,31646.TXT,0.29790,0.32214,0.30955,3

ROUGE-L+StopWordRemoval,FNS32170,32170.TXT,0.37710,0.46574,0.41676,4

ROUGE-1+StopWordRemoval,FNS32170,32170.TXT,0.38424,0.57310,0.46004,4

ROUGE-2+StopWordRemoval,FNS32170,32170.TXT,0.19782,0.28846,0.23469,4

ROUGE-SU4+StopWordRemoval,FNS32170,32170.TXT,0.25933,0.28730,0.27260,4

ROUGE-L+StopWordRemoval,FNS32051,32051.TXT,0.38400,0.47222,0.42357,3

ROUGE-1+StopWordRemoval,FNS32051,32051.TXT,0.42272,0.52935,0.47007,3

ROUGE-2+StopWordRemoval,FNS32051,32051.TXT,0.18732,0.32050,0.23645,3

ROUGE-SU4+StopWordRemoval,FNS32051,32051.TXT,0.26922,0.32691,0.29528,3

ROUGE-L+StopWordRemoval,FNS30796,30796.TXT,0.27262,0.31620,0.29279,3

ROUGE-1+StopWordRemoval,FNS30796,30796.TXT,0.28597,0.44688,0.34876,3

ROUGE-2+StopWordRemoval,FNS30796,30796.TXT,0.08113,0.10751,0.09248,3

ROUGE-SU4+StopWordRemoval,FNS30796,30796.TXT,0.15546,0.16435,0.15978,3

ROUGE-L+StopWordRemoval,FNS30795,30795.TXT,0.47258,0.41015,0.43916,4

ROUGE-1+StopWordRemoval,FNS30795,30795.TXT,0.47346,0.49351,0.48328,4

ROUGE-2+StopWordRemoval,FNS30795,30795.TXT,0.32775,0.28297,0.30372,4

ROUGE-SU4+StopWordRemoval,FNS30795,30795.TXT,0.37194,0.27500,0.31621,4

ROUGE-L+StopWordRemoval,FNS32176,32176.TXT,0.36396,0.47463,0.41199,3

ROUGE-1+StopWordRemoval,FNS32176,32176.TXT,0.37256,0.53955,0.44077,3

ROUGE-2+StopWordRemoval,FNS32176,32176.TXT,0.17253,0.31201,0.22220,3

ROUGE-SU4+StopWordRemoval,FNS32176,32176.TXT,0.24126,0.30881,0.27088,3

ROUGE-L+StopWordRemoval,FNS32177,32177.TXT,0.30082,0.37574,0.33413,4

ROUGE-1+StopWordRemoval,FNS32177,32177.TXT,0.39349,0.42939,0.41066,4

ROUGE-2+StopWordRemoval,FNS32177,32177.TXT,0.13831,0.11059,0.12290,4

ROUGE-SU4+StopWordRemoval,FNS32177,32177.TXT,0.22964,0.16544,0.19233,4

ROUGE-L+StopWordRemoval,FNS32180,32180.TXT,0.33483,0.29404,0.31312,4

ROUGE-1+StopWordRemoval,FNS32180,32180.TXT,0.40957,0.40845,0.40901,4

ROUGE-2+StopWordRemoval,FNS32180,32180.TXT,0.17165,0.13997,0.15420,4

ROUGE-SU4+StopWordRemoval,FNS32180,32180.TXT,0.25693,0.17350,0.20713,4

ROUGE-L+StopWordRemoval,FNS31889,31889.TXT,0.49949,0.54177,0.51977,4

ROUGE-1+StopWordRemoval,FNS31889,31889.TXT,0.57718,0.63782,0.60599,4

ROUGE-2+StopWordRemoval,FNS31889,31889.TXT,0.36904,0.36377,0.36639,4

ROUGE-SU4+StopWordRemoval,FNS31889,31889.TXT,0.43788,0.36324,0.39708,4

ROUGE-L+StopWordRemoval,FNS31769,31769.TXT,0.46237,0.37998,0.41714,4

ROUGE-1+StopWordRemoval,FNS31769,31769.TXT,0.52407,0.45383,0.48643,4

ROUGE-2+StopWordRemoval,FNS31769,31769.TXT,0.22800,0.17211,0.19616,4

ROUGE-SU4+StopWordRemoval,FNS31769,31769.TXT,0.34709,0.19882,0.25282,4

ROUGE-L+StopWordRemoval,FNS32616,32616.TXT,0.42632,0.47531,0.44948,4

ROUGE-1+StopWordRemoval,FNS32616,32616.TXT,0.46135,0.59375,0.51924,4

ROUGE-2+StopWordRemoval,FNS32616,32616.TXT,0.27293,0.29923,0.28548,4

ROUGE-SU4+StopWordRemoval,FNS32616,32616.TXT,0.35221,0.30914,0.32927,4

ROUGE-L+StopWordRemoval,FNS31648,31648.TXT,0.38071,0.37473,0.37769,4

ROUGE-1+StopWordRemoval,FNS31648,31648.TXT,0.40354,0.49555,0.44483,4

ROUGE-2+StopWordRemoval,FNS31648,31648.TXT,0.15094,0.19523,0.17025,4

ROUGE-SU4+StopWordRemoval,FNS31648,31648.TXT,0.23740,0.22319,0.23008,4

ROUGE-L+StopWordRemoval,FNS32859,32859.TXT,0.33202,0.44188,0.37915,3

ROUGE-1+StopWordRemoval,FNS32859,32859.TXT,0.35992,0.61311,0.45358,3

ROUGE-2+StopWordRemoval,FNS32859,32859.TXT,0.16059,0.24453,0.19387,3

ROUGE-SU4+StopWordRemoval,FNS32859,32859.TXT,0.23585,0.27337,0.25322,3

ROUGE-L+StopWordRemoval,FNS31650,31650.TXT,0.50069,0.45734,0.47804,3

ROUGE-1+StopWordRemoval,FNS31650,31650.TXT,0.54839,0.54587,0.54712,3

ROUGE-2+StopWordRemoval,FNS31650,31650.TXT,0.37873,0.30083,0.33532,3

ROUGE-SU4+StopWordRemoval,FNS31650,31650.TXT,0.43224,0.30064,0.35463,3

ROUGE-L+StopWordRemoval,FNS33037,33037.TXT,0.32825,0.21423,0.25926,3

ROUGE-1+StopWordRemoval,FNS33037,33037.TXT,0.39828,0.34334,0.36877,3

ROUGE-2+StopWordRemoval,FNS33037,33037.TXT,0.08149,0.06528,0.07249,3

ROUGE-SU4+StopWordRemoval,FNS33037,33037.TXT,0.18970,0.12600,0.15143,3

ROUGE-L+StopWordRemoval,FNS33036,33036.TXT,0.45904,0.36854,0.40885,3

ROUGE-1+StopWordRemoval,FNS33036,33036.TXT,0.48046,0.45273,0.46618,3

ROUGE-2+StopWordRemoval,FNS33036,33036.TXT,0.23222,0.24041,0.23625,3

ROUGE-SU4+StopWordRemoval,FNS33036,33036.TXT,0.31738,0.25097,0.28029,3

ROUGE-L+StopWordRemoval,FNS33039,33039.TXT,0.40669,0.51236,0.45345,3

ROUGE-1+StopWordRemoval,FNS33039,33039.TXT,0.47193,0.59524,0.52646,3

ROUGE-2+StopWordRemoval,FNS33039,33039.TXT,0.26117,0.31521,0.28565,3

ROUGE-SU4+StopWordRemoval,FNS33039,33039.TXT,0.34103,0.33649,0.33874,3

ROUGE-L+StopWordRemoval,FNS33038,33038.TXT,0.42157,0.44967,0.43517,3

ROUGE-1+StopWordRemoval,FNS33038,33038.TXT,0.49272,0.54644,0.51819,3

ROUGE-2+StopWordRemoval,FNS33038,33038.TXT,0.27937,0.32522,0.30056,3

ROUGE-SU4+StopWordRemoval,FNS33038,33038.TXT,0.35105,0.33469,0.34267,3

ROUGE-L+StopWordRemoval,FNS31654,31654.TXT,0.60218,0.36003,0.45063,4

ROUGE-1+StopWordRemoval,FNS31654,31654.TXT,0.63088,0.35803,0.45682,4

ROUGE-2+StopWordRemoval,FNS31654,31654.TXT,0.38835,0.21953,0.28050,4

