ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,FNS31333,31333.TXT,0.43720,0.52063,0.47529,3

ROUGE-1+StopWordRemoval,FNS31333,31333.TXT,0.50005,0.58652,0.53985,3

ROUGE-2+StopWordRemoval,FNS31333,31333.TXT,0.27882,0.35280,0.31148,3

ROUGE-SU4+StopWordRemoval,FNS31333,31333.TXT,0.33775,0.34724,0.34243,3

ROUGE-L+StopWordRemoval,FNS32543,32543.TXT,0.34323,0.37290,0.35745,4

ROUGE-1+StopWordRemoval,FNS32543,32543.TXT,0.36758,0.53919,0.43715,4

ROUGE-2+StopWordRemoval,FNS32543,32543.TXT,0.16969,0.20564,0.18594,4

ROUGE-SU4+StopWordRemoval,FNS32543,32543.TXT,0.25078,0.25354,0.25216,4

ROUGE-L+StopWordRemoval,FNS32424,32424.TXT,0.40715,0.37209,0.38883,4

ROUGE-1+StopWordRemoval,FNS32424,32424.TXT,0.41697,0.46641,0.44031,4

ROUGE-2+StopWordRemoval,FNS32424,32424.TXT,0.18036,0.22023,0.19831,4

ROUGE-SU4+StopWordRemoval,FNS32424,32424.TXT,0.26623,0.23109,0.24742,4

ROUGE-L+StopWordRemoval,FNS32545,32545.TXT,0.26703,0.26848,0.26775,4

ROUGE-1+StopWordRemoval,FNS32545,32545.TXT,0.31772,0.41408,0.35956,4

ROUGE-2+StopWordRemoval,FNS32545,32545.TXT,0.10644,0.10130,0.10381,4

ROUGE-SU4+StopWordRemoval,FNS32545,32545.TXT,0.19420,0.15447,0.17207,4

ROUGE-L+StopWordRemoval,FNS31699,31699.TXT,0.31967,0.15457,0.20838,3

ROUGE-1+StopWordRemoval,FNS31699,31699.TXT,0.48697,0.28167,0.35690,3

ROUGE-2+StopWordRemoval,FNS31699,31699.TXT,0.13569,0.06412,0.08708,3

ROUGE-SU4+StopWordRemoval,FNS31699,31699.TXT,0.24435,0.10936,0.15110,3

ROUGE-L+StopWordRemoval,FNS31336,31336.TXT,0.33559,0.30482,0.31947,4

ROUGE-1+StopWordRemoval,FNS31336,31336.TXT,0.42330,0.42004,0.42166,4

ROUGE-2+StopWordRemoval,FNS31336,31336.TXT,0.16707,0.16892,0.16799,4

ROUGE-SU4+StopWordRemoval,FNS31336,31336.TXT,0.26856,0.18777,0.22102,4

ROUGE-L+StopWordRemoval,FNS30920,30920.TXT,0.28248,0.24467,0.26222,3

ROUGE-1+StopWordRemoval,FNS30920,30920.TXT,0.32064,0.40379,0.35744,3

ROUGE-2+StopWordRemoval,FNS30920,30920.TXT,0.07932,0.07948,0.07940,3

ROUGE-SU4+StopWordRemoval,FNS30920,30920.TXT,0.17289,0.13391,0.15092,3

ROUGE-L+StopWordRemoval,FNS32548,32548.TXT,0.32033,0.27610,0.29658,3

ROUGE-1+StopWordRemoval,FNS32548,32548.TXT,0.42044,0.42471,0.42256,3

ROUGE-2+StopWordRemoval,FNS32548,32548.TXT,0.11033,0.09182,0.10023,3

ROUGE-SU4+StopWordRemoval,FNS32548,32548.TXT,0.23010,0.15095,0.18231,3

ROUGE-L+StopWordRemoval,FNS32540,32540.TXT,0.30774,0.18451,0.23070,3

ROUGE-1+StopWordRemoval,FNS32540,32540.TXT,0.35921,0.33197,0.34505,3

ROUGE-2+StopWordRemoval,FNS32540,32540.TXT,0.10704,0.08410,0.09419,3

ROUGE-SU4+StopWordRemoval,FNS32540,32540.TXT,0.17911,0.13763,0.15565,3

ROUGE-L+StopWordRemoval,FNS30800,30800.TXT,0.28260,0.36200,0.31741,3

ROUGE-1+StopWordRemoval,FNS30800,30800.TXT,0.23073,0.45038,0.30514,3

ROUGE-2+StopWordRemoval,FNS30800,30800.TXT,0.09236,0.15985,0.11707,3

ROUGE-SU4+StopWordRemoval,FNS30800,30800.TXT,0.14860,0.17969,0.16268,3

ROUGE-L+StopWordRemoval,FNS30922,30922.TXT,0.37548,0.38009,0.37777,3

ROUGE-1+StopWordRemoval,FNS30922,30922.TXT,0.36163,0.48522,0.41441,3

ROUGE-2+StopWordRemoval,FNS30922,30922.TXT,0.14730,0.23061,0.17977,3

ROUGE-SU4+StopWordRemoval,FNS30922,30922.TXT,0.22149,0.24583,0.23302,3

ROUGE-L+StopWordRemoval,FNS30924,30924.TXT,0.26069,0.20668,0.23057,3

ROUGE-1+StopWordRemoval,FNS30924,30924.TXT,0.42743,0.36719,0.39503,3

ROUGE-2+StopWordRemoval,FNS30924,30924.TXT,0.07568,0.06813,0.07171,3

ROUGE-SU4+StopWordRemoval,FNS30924,30924.TXT,0.17350,0.12900,0.14797,3

ROUGE-L+StopWordRemoval,FNS30927,30927.TXT,0.34506,0.32747,0.33604,3

ROUGE-1+StopWordRemoval,FNS30927,30927.TXT,0.41645,0.47331,0.44306,3

ROUGE-2+StopWordRemoval,FNS30927,30927.TXT,0.12563,0.15110,0.13719,3

ROUGE-SU4+StopWordRemoval,FNS30927,30927.TXT,0.23408,0.19589,0.21329,3

ROUGE-L+StopWordRemoval,FNS30808,30808.TXT,0.18720,0.21011,0.19800,6

ROUGE-1+StopWordRemoval,FNS30808,30808.TXT,0.25508,0.39930,0.31130,6

ROUGE-2+StopWordRemoval,FNS30808,30808.TXT,0.09676,0.10871,0.10238,6

ROUGE-SU4+StopWordRemoval,FNS30808,30808.TXT,0.14968,0.15777,0.15362,6

ROUGE-L+StopWordRemoval,FNS31540,31540.TXT,0.31080,0.31448,0.31263,3

ROUGE-1+StopWordRemoval,FNS31540,31540.TXT,0.39510,0.43755,0.41524,3

ROUGE-2+StopWordRemoval,FNS31540,31540.TXT,0.11620,0.12505,0.12046,3

ROUGE-SU4+StopWordRemoval,FNS31540,31540.TXT,0.20688,0.18566,0.19570,3

ROUGE-L+StopWordRemoval,FNS31661,31661.TXT,0.33242,0.33922,0.33579,3

ROUGE-1+StopWordRemoval,FNS31661,31661.TXT,0.34631,0.43351,0.38503,3

ROUGE-2+StopWordRemoval,FNS31661,31661.TXT,0.16014,0.18499,0.17167,3

ROUGE-SU4+StopWordRemoval,FNS31661,31661.TXT,0.22937,0.20969,0.21909,3

ROUGE-L+StopWordRemoval,FNS31784,31784.TXT,0.42629,0.31590,0.36289,3

ROUGE-1+StopWordRemoval,FNS31784,31784.TXT,0.43746,0.42930,0.43334,3

ROUGE-2+StopWordRemoval,FNS31784,31784.TXT,0.23622,0.17515,0.20115,3

ROUGE-SU4+StopWordRemoval,FNS31784,31784.TXT,0.30767,0.21454,0.25280,3

ROUGE-L+StopWordRemoval,FNS32874,32874.TXT,0.33501,0.31182,0.32300,4

ROUGE-1+StopWordRemoval,FNS32874,32874.TXT,0.40460,0.48649,0.44178,4

ROUGE-2+StopWordRemoval,FNS32874,32874.TXT,0.17325,0.18340,0.17818,4

ROUGE-SU4+StopWordRemoval,FNS32874,32874.TXT,0.27124,0.21469,0.23967,4

ROUGE-L+StopWordRemoval,FNS31664,31664.TXT,0.25180,0.33832,0.28872,3

ROUGE-1+StopWordRemoval,FNS31664,31664.TXT,0.24477,0.48390,0.32510,3

ROUGE-2+StopWordRemoval,FNS31664,31664.TXT,0.07705,0.20175,0.11151,3

ROUGE-SU4+StopWordRemoval,FNS31664,31664.TXT,0.12506,0.25356,0.16750,3

ROUGE-L+StopWordRemoval,FNS31424,31424.TXT,0.29549,0.25164,0.27181,3

ROUGE-1+StopWordRemoval,FNS31424,31424.TXT,0.35194,0.45813,0.39808,3

ROUGE-2+StopWordRemoval,FNS31424,31424.TXT,0.13874,0.15469,0.14628,3

ROUGE-SU4+StopWordRemoval,FNS31424,31424.TXT,0.22208,0.20590,0.21368,3

ROUGE-L+StopWordRemoval,FNS31546,31546.TXT,0.39991,0.19006,0.25767,4

ROUGE-1+StopWordRemoval,FNS31546,31546.TXT,0.48035,0.28788,0.36000,4

ROUGE-2+StopWordRemoval,FNS31546,31546.TXT,0.14052,0.06721,0.09093,4

ROUGE-SU4+StopWordRemoval,FNS31546,31546.TXT,0.27060,0.10607,0.15241,4

ROUGE-L+StopWordRemoval,FNS32071,32071.TXT,0.46316,0.40732,0.43345,4

ROUGE-1+StopWordRemoval,FNS32071,32071.TXT,0.55983,0.54086,0.55018,4

ROUGE-2+StopWordRemoval,FNS32071,32071.TXT,0.28416,0.23603,0.25786,4

ROUGE-SU4+StopWordRemoval,FNS32071,32071.TXT,0.38316,0.25926,0.30926,4

ROUGE-L+StopWordRemoval,FNS32072,32072.TXT,0.52294,0.39942,0.45291,3

ROUGE-1+StopWordRemoval,FNS32072,32072.TXT,0.57996,0.49669,0.53510,3

ROUGE-2+StopWordRemoval,FNS32072,32072.TXT,0.40599,0.28472,0.33471,3

ROUGE-SU4+StopWordRemoval,FNS32072,32072.TXT,0.43361,0.27608,0.33736,3

ROUGE-L+StopWordRemoval,FNS32074,32074.TXT,0.39793,0.32357,0.35692,4

ROUGE-1+StopWordRemoval,FNS32074,32074.TXT,0.50390,0.43480,0.46681,4

ROUGE-2+StopWordRemoval,FNS32074,32074.TXT,0.22800,0.17636,0.19888,4

ROUGE-SU4+StopWordRemoval,FNS32074,32074.TXT,0.32623,0.20719,0.25343,4

ROUGE-L+StopWordRemoval,FNS32196,32196.TXT,0.31602,0.24888,0.27846,3

ROUGE-1+StopWordRemoval,FNS32196,32196.TXT,0.36843,0.35406,0.36110,3

ROUGE-2+StopWordRemoval,FNS32196,32196.TXT,0.11516,0.09116,0.10176,3

ROUGE-SU4+StopWordRemoval,FNS32196,32196.TXT,0.20620,0.13565,0.16365,3

ROUGE-L+StopWordRemoval,FNS32197,32197.TXT,0.38484,0.15152,0.21743,3

ROUGE-1+StopWordRemoval,FNS32197,32197.TXT,0.50254,0.25402,0.33746,3

ROUGE-2+StopWordRemoval,FNS32197,32197.TXT,0.08070,0.05107,0.06255,3

ROUGE-SU4+StopWordRemoval,FNS32197,32197.TXT,0.21594,0.08725,0.12429,3

ROUGE-L+StopWordRemoval,FNS32879,32879.TXT,0.44890,0.38942,0.41705,3

ROUGE-1+StopWordRemoval,FNS32879,32879.TXT,0.48457,0.46761,0.47594,3

ROUGE-2+StopWordRemoval,FNS32879,32879.TXT,0.21686,0.27541,0.24265,3

ROUGE-SU4+StopWordRemoval,FNS32879,32879.TXT,0.28748,0.27484,0.28101,3

ROUGE-L+StopWordRemoval,FNS31306,31306.TXT,0.50135,0.38070,0.43277,3

ROUGE-1+StopWordRemoval,FNS31306,31306.TXT,0.53757,0.50568,0.52113,3

ROUGE-2+StopWordRemoval,FNS31306,31306.TXT,0.31689,0.27182,0.29263,3

ROUGE-SU4+StopWordRemoval,FNS31306,31306.TXT,0.39079,0.29317,0.33502,3

ROUGE-L+StopWordRemoval,FNS31794,31794.TXT,0.46367,0.25304,0.32740,3

ROUGE-1+StopWordRemoval,FNS31794,31794.TXT,0.36851,0.31853,0.34170,3

ROUGE-2+StopWordRemoval,FNS31794,31794.TXT,0.19478,0.11651,0.14581,3

ROUGE-SU4+StopWordRemoval,FNS31794,31794.TXT,0.29560,0.13630,0.18657,3

ROUGE-L+StopWordRemoval,FNS32886,32886.TXT,0.35037,0.21524,0.26666,4

ROUGE-1+StopWordRemoval,FNS32886,32886.TXT,0.46404,0.32628,0.38315,4

ROUGE-2+StopWordRemoval,FNS32886,32886.TXT,0.12209,0.07479,0.09276,4

ROUGE-SU4+StopWordRemoval,FNS32886,32886.TXT,0.22835,0.11948,0.15687,4

ROUGE-L+StopWordRemoval,FNS31677,31677.TXT,0.36306,0.34264,0.35255,3

ROUGE-1+StopWordRemoval,FNS31677,31677.TXT,0.46707,0.49863,0.48233,3

ROUGE-2+StopWordRemoval,FNS31677,31677.TXT,0.21575,0.21044,0.21306,3

ROUGE-SU4+StopWordRemoval,FNS31677,31677.TXT,0.32450,0.22550,0.26609,3

ROUGE-L+StopWordRemoval,FNS31315,31315.TXT,0.26727,0.49072,0.34606,3

ROUGE-1+StopWordRemoval,FNS31315,31315.TXT,0.33669,0.65514,0.44479,3

ROUGE-2+StopWordRemoval,FNS31315,31315.TXT,0.13640,0.38127,0.20092,3

ROUGE-SU4+StopWordRemoval,FNS31315,31315.TXT,0.18479,0.41031,0.25482,3

ROUGE-L+StopWordRemoval,FNS31678,31678.TXT,0.33544,0.20797,0.25675,4

ROUGE-1+StopWordRemoval,FNS31678,31678.TXT,0.42902,0.33325,0.37512,4

ROUGE-2+StopWordRemoval,FNS31678,31678.TXT,0.14073,0.07956,0.10165,4

ROUGE-SU4+StopWordRemoval,FNS31678,31678.TXT,0.24517,0.11764,0.15899,4

ROUGE-L+StopWordRemoval,FNS31316,31316.TXT,0.32182,0.25521,0.28467,4

ROUGE-1+StopWordRemoval,FNS31316,31316.TXT,0.41644,0.42610,0.42121,4

ROUGE-2+StopWordRemoval,FNS31316,31316.TXT,0.13729,0.11175,0.12321,4

ROUGE-SU4+StopWordRemoval,FNS31316,31316.TXT,0.22868,0.16670,0.19283,4

ROUGE-L+StopWordRemoval,FNS33053,33053.TXT,0.43075,0.20307,0.27602,3

ROUGE-1+StopWordRemoval,FNS33053,33053.TXT,0.50124,0.33058,0.39840,3

ROUGE-2+StopWordRemoval,FNS33053,33053.TXT,0.19298,0.09489,0.12723,3

ROUGE-SU4+StopWordRemoval,FNS33053,33053.TXT,0.30777,0.13043,0.18322,3

ROUGE-L+StopWordRemoval,FNS33054,33054.TXT,0.30118,0.19005,0.23304,3

ROUGE-1+StopWordRemoval,FNS33054,33054.TXT,0.39996,0.32863,0.36080,3

ROUGE-2+StopWordRemoval,FNS33054,33054.TXT,0.12019,0.09990,0.10911,3

ROUGE-SU4+StopWordRemoval,FNS33054,33054.TXT,0.20922,0.14000,0.16775,3

ROUGE-L+StopWordRemoval,FNS33057,33057.TXT,0.49615,0.38820,0.43559,4

ROUGE-1+StopWordRemoval,FNS33057,33057.TXT,0.53489,0.44708,0.48706,4

ROUGE-2+StopWordRemoval,FNS33057,33057.TXT,0.29413,0.22970,0.25795,4

ROUGE-SU4+StopWordRemoval,FNS33057,33057.TXT,0.38795,0.23454,0.29234,4

ROUGE-L+StopWordRemoval,FNS30907,30907.TXT,0.39365,0.35126,0.37125,3

ROUGE-1+StopWordRemoval,FNS30907,30907.TXT,0.46801,0.44657,0.45704,3

ROUGE-2+StopWordRemoval,FNS30907,30907.TXT,0.19892,0.15540,0.17449,3

ROUGE-SU4+StopWordRemoval,FNS30907,30907.TXT,0.29704,0.18842,0.23058,3

ROUGE-L+StopWordRemoval,FNS32092,32092.TXT,0.41255,0.32002,0.36044,4

ROUGE-1+StopWordRemoval,FNS32092,32092.TXT,0.51265,0.40607,0.45318,4

ROUGE-2+StopWordRemoval,FNS32092,32092.TXT,0.22687,0.14349,0.17579,4

ROUGE-SU4+StopWordRemoval,FNS32092,32092.TXT,0.31926,0.17775,0.22835,4

ROUGE-L+StopWordRemoval,FNS32648,32648.TXT,0.38974,0.39246,0.39109,3

ROUGE-1+StopWordRemoval,FNS32648,32648.TXT,0.43799,0.55087,0.48799,3

ROUGE-2+StopWordRemoval,FNS32648,32648.TXT,0.23417,0.25617,0.24468,3

ROUGE-SU4+StopWordRemoval,FNS32648,32648.TXT,0.28982,0.30443,0.29694,3

ROUGE-L+StopWordRemoval,FNS32408,32408.TXT,0.44847,0.38455,0.41406,3

ROUGE-1+StopWordRemoval,FNS32408,32408.TXT,0.51790,0.45665,0.48535,3

ROUGE-2+StopWordRemoval,FNS32408,32408.TXT,0.20975,0.21577,0.21271,3

ROUGE-SU4+StopWordRemoval,FNS32408,32408.TXT,0.32043,0.25254,0.28247,3

ROUGE-L+StopWordRemoval,FNS31319,31319.TXT,0.34729,0.28229,0.31143,3

ROUGE-1+StopWordRemoval,FNS31319,31319.TXT,0.39791,0.41977,0.40854,3

ROUGE-2+StopWordRemoval,FNS31319,31319.TXT,0.16914,0.15993,0.16441,3

ROUGE-SU4+StopWordRemoval,FNS31319,31319.TXT,0.24722,0.18566,0.21206,3

ROUGE-L+StopWordRemoval,FNS30901,30901.TXT,0.26609,0.42123,0.32615,3

ROUGE-1+StopWordRemoval,FNS30901,30901.TXT,0.29724,0.57449,0.39178,3

ROUGE-2+StopWordRemoval,FNS30901,30901.TXT,0.10468,0.25940,0.14917,3

ROUGE-SU4+StopWordRemoval,FNS30901,30901.TXT,0.17697,0.30886,0.22501,3

ROUGE-L+StopWordRemoval,FNS30902,30902.TXT,0.33644,0.36872,0.35184,3

ROUGE-1+StopWordRemoval,FNS30902,30902.TXT,0.38162,0.46175,0.41788,3

ROUGE-2+StopWordRemoval,FNS30902,30902.TXT,0.15696,0.20137,0.17641,3

ROUGE-SU4+StopWordRemoval,FNS30902,30902.TXT,0.23370,0.21431,0.22358,3

ROUGE-L+StopWordRemoval,FNS30903,30903.TXT,0.50312,0.30612,0.38064,3

ROUGE-1+StopWordRemoval,FNS30903,30903.TXT,0.47360,0.43520,0.45359,3

ROUGE-2+StopWordRemoval,FNS30903,30903.TXT,0.28960,0.17218,0.21597,3

ROUGE-SU4+StopWordRemoval,FNS30903,30903.TXT,0.36494,0.20810,0.26506,3

ROUGE-L+StopWordRemoval,FNS30904,30904.TXT,0.32945,0.16845,0.22292,3

ROUGE-1+StopWordRemoval,FNS30904,30904.TXT,0.41514,0.19522,0.26556,3

ROUGE-2+StopWordRemoval,FNS30904,30904.TXT,0.05551,0.03084,0.03965,3

ROUGE-SU4+StopWordRemoval,FNS30904,30904.TXT,0.19283,0.06077,0.09242,3

ROUGE-L+StopWordRemoval,FNS30790,30790.TXT,0.33851,0.23782,0.27937,4

ROUGE-1+StopWordRemoval,FNS30790,30790.TXT,0.41444,0.35603,0.38302,4

ROUGE-2+StopWordRemoval,FNS30790,30790.TXT,0.15953,0.08748,0.11300,4

ROUGE-SU4+StopWordRemoval,FNS30790,30790.TXT,0.25308,0.12818,0.17017,4

ROUGE-L+StopWordRemoval,FNS32179,32179.TXT,0.32619,0.35385,0.33946,3

ROUGE-1+StopWordRemoval,FNS32179,32179.TXT,0.32952,0.44524,0.37874,3

ROUGE-2+StopWordRemoval,FNS32179,32179.TXT,0.11182,0.22816,0.15008,3

ROUGE-SU4+StopWordRemoval,FNS32179,32179.TXT,0.17964,0.26481,0.21407,3

ROUGE-L+StopWordRemoval,FNS33027,33027.TXT,0.27147,0.21103,0.23746,4

ROUGE-1+StopWordRemoval,FNS33027,33027.TXT,0.36228,0.38634,0.37392,4

ROUGE-2+StopWordRemoval,FNS33027,33027.TXT,0.09131,0.07959,0.08505,4

ROUGE-SU4+StopWordRemoval,FNS33027,33027.TXT,0.18757,0.14091,0.16092,4

ROUGE-L+StopWordRemoval,FNS33029,33029.TXT,0.30540,0.33469,0.31937,3

ROUGE-1+StopWordRemoval,FNS33029,33029.TXT,0.34650,0.54045,0.42227,3

ROUGE-2+StopWordRemoval,FNS33029,33029.TXT,0.12380,0.15995,0.13957,3

ROUGE-SU4+StopWordRemoval,FNS33029,33029.TXT,0.20721,0.21541,0.21123,3

ROUGE-L+StopWordRemoval,FNS32854,32854.TXT,0.36507,0.31361,0.33739,3

ROUGE-1+StopWordRemoval,FNS32854,32854.TXT,0.35759,0.44569,0.39681,3

ROUGE-2+StopWordRemoval,FNS32854,32854.TXT,0.14894,0.14519,0.14704,3

ROUGE-SU4+StopWordRemoval,FNS32854,32854.TXT,0.22055,0.18076,0.19868,3

ROUGE-L+StopWordRemoval,FNS32734,32734.TXT,0.50471,0.24285,0.32791,3

ROUGE-1+StopWordRemoval,FNS32734,32734.TXT,0.60099,0.32124,0.41868,3

ROUGE-2+StopWordRemoval,FNS32734,32734.TXT,0.24382,0.12109,0.16181,3

ROUGE-SU4+StopWordRemoval,FNS32734,32734.TXT,0.38698,0.14828,0.21441,3

ROUGE-L+StopWordRemoval,FNS31766,31766.TXT,0.41511,0.36192,0.38670,3

ROUGE-1+StopWordRemoval,FNS31766,31766.TXT,0.44189,0.44960,0.44571,3

ROUGE-2+StopWordRemoval,FNS31766,31766.TXT,0.20747,0.17995,0.19273,3

ROUGE-SU4+StopWordRemoval,FNS31766,31766.TXT,0.29955,0.21226,0.24846,3

ROUGE-L+StopWordRemoval,FNS31646,31646.TXT,0.51869,0.43478,0.47305,3

ROUGE-1+StopWordRemoval,FNS31646,31646.TXT,0.46561,0.47261,0.46909,3

ROUGE-2+StopWordRemoval,FNS31646,31646.TXT,0.32030,0.25276,0.28255,3

ROUGE-SU4+StopWordRemoval,FNS31646,31646.TXT,0.37205,0.26158,0.30719,3

ROUGE-L+StopWordRemoval,FNS32170,32170.TXT,0.32649,0.32952,0.32800,4

ROUGE-1+StopWordRemoval,FNS32170,32170.TXT,0.33576,0.49697,0.40076,4

ROUGE-2+StopWordRemoval,FNS32170,32170.TXT,0.12121,0.16194,0.13865,4

ROUGE-SU4+StopWordRemoval,FNS32170,32170.TXT,0.19499,0.20593,0.20031,4

ROUGE-L+StopWordRemoval,FNS32051,32051.TXT,0.36520,0.33730,0.35070,3

ROUGE-1+StopWordRemoval,FNS32051,32051.TXT,0.44448,0.46991,0.45684,3

ROUGE-2+StopWordRemoval,FNS32051,32051.TXT,0.21175,0.17327,0.19059,3

ROUGE-SU4+StopWordRemoval,FNS32051,32051.TXT,0.29505,0.21992,0.25200,3

ROUGE-L+StopWordRemoval,FNS30796,30796.TXT,0.31071,0.26326,0.28502,3

ROUGE-1+StopWordRemoval,FNS30796,30796.TXT,0.28633,0.40098,0.33410,3

ROUGE-2+StopWordRemoval,FNS30796,30796.TXT,0.08102,0.09228,0.08628,3

ROUGE-SU4+StopWordRemoval,FNS30796,30796.TXT,0.15209,0.14204,0.14690,3

ROUGE-L+StopWordRemoval,FNS30795,30795.TXT,0.38418,0.23726,0.29336,4

ROUGE-1+StopWordRemoval,FNS30795,30795.TXT,0.38460,0.36902,0.37665,4

ROUGE-2+StopWordRemoval,FNS30795,30795.TXT,0.14068,0.10769,0.12199,4

ROUGE-SU4+StopWordRemoval,FNS30795,30795.TXT,0.24176,0.14709,0.18290,4

ROUGE-L+StopWordRemoval,FNS32176,32176.TXT,0.34710,0.35470,0.35086,3

ROUGE-1+StopWordRemoval,FNS32176,32176.TXT,0.37466,0.49582,0.42681,3

ROUGE-2+StopWordRemoval,FNS32176,32176.TXT,0.15480,0.17764,0.16543,3

ROUGE-SU4+StopWordRemoval,FNS32176,32176.TXT,0.22886,0.21897,0.22381,3

ROUGE-L+StopWordRemoval,FNS32177,32177.TXT,0.41431,0.27174,0.32821,4

ROUGE-1+StopWordRemoval,FNS32177,32177.TXT,0.53123,0.36306,0.43133,4

ROUGE-2+StopWordRemoval,FNS32177,32177.TXT,0.20767,0.18388,0.19505,4

ROUGE-SU4+StopWordRemoval,FNS32177,32177.TXT,0.32326,0.18635,0.23642,4

ROUGE-L+StopWordRemoval,FNS32180,32180.TXT,0.39554,0.33670,0.36376,4

ROUGE-1+StopWordRemoval,FNS32180,32180.TXT,0.41817,0.44561,0.43145,4

ROUGE-2+StopWordRemoval,FNS32180,32180.TXT,0.18601,0.23620,0.20812,4

ROUGE-SU4+StopWordRemoval,FNS32180,32180.TXT,0.26696,0.24335,0.25461,4

ROUGE-L+StopWordRemoval,FNS31889,31889.TXT,0.48047,0.51998,0.49944,4

ROUGE-1+StopWordRemoval,FNS31889,31889.TXT,0.56381,0.61515,0.58836,4

ROUGE-2+StopWordRemoval,FNS31889,31889.TXT,0.32557,0.31911,0.32231,4

ROUGE-SU4+StopWordRemoval,FNS31889,31889.TXT,0.39326,0.32512,0.35596,4

ROUGE-L+StopWordRemoval,FNS31769,31769.TXT,0.52600,0.45874,0.49007,4

ROUGE-1+StopWordRemoval,FNS31769,31769.TXT,0.54753,0.49297,0.51882,4

ROUGE-2+StopWordRemoval,FNS31769,31769.TXT,0.32011,0.25912,0.28641,4

ROUGE-SU4+StopWordRemoval,FNS31769,31769.TXT,0.40681,0.24870,0.30868,4

ROUGE-L+StopWordRemoval,FNS32616,32616.TXT,0.36719,0.42766,0.39513,4

ROUGE-1+StopWordRemoval,FNS32616,32616.TXT,0.41536,0.55440,0.47492,4

ROUGE-2+StopWordRemoval,FNS32616,32616.TXT,0.17973,0.23729,0.20454,4

ROUGE-SU4+StopWordRemoval,FNS32616,32616.TXT,0.27368,0.26355,0.26852,4

ROUGE-L+StopWordRemoval,FNS31648,31648.TXT,0.38845,0.34686,0.36648,4

ROUGE-1+StopWordRemoval,FNS31648,31648.TXT,0.42555,0.47778,0.45015,4

ROUGE-2+StopWordRemoval,FNS31648,31648.TXT,0.16285,0.16203,0.16244,4

ROUGE-SU4+StopWordRemoval,FNS31648,31648.TXT,0.25844,0.20764,0.23027,4

ROUGE-L+StopWordRemoval,FNS32859,32859.TXT,0.37068,0.39693,0.38335,3

ROUGE-1+StopWordRemoval,FNS32859,32859.TXT,0.41016,0.57370,0.47833,3

ROUGE-2+StopWordRemoval,FNS32859,32859.TXT,0.18814,0.23567,0.20924,3

ROUGE-SU4+StopWordRemoval,FNS32859,32859.TXT,0.27255,0.25965,0.26594,3

ROUGE-L+StopWordRemoval,FNS31650,31650.TXT,0.28907,0.29667,0.29282,3

ROUGE-1+StopWordRemoval,FNS31650,31650.TXT,0.41975,0.46213,0.43992,3

ROUGE-2+StopWordRemoval,FNS31650,31650.TXT,0.13322,0.16557,0.14764,3

ROUGE-SU4+StopWordRemoval,FNS31650,31650.TXT,0.23675,0.21680,0.22633,3

ROUGE-L+StopWordRemoval,FNS33037,33037.TXT,0.18368,0.22314,0.20149,3

ROUGE-1+StopWordRemoval,FNS33037,33037.TXT,0.23057,0.41222,0.29573,3

ROUGE-2+StopWordRemoval,FNS33037,33037.TXT,0.05025,0.08682,0.06365,3

ROUGE-SU4+StopWordRemoval,FNS33037,33037.TXT,0.11136,0.15649,0.13012,3

ROUGE-L+StopWordRemoval,FNS33036,33036.TXT,0.38749,0.36531,0.37607,3

ROUGE-1+StopWordRemoval,FNS33036,33036.TXT,0.37601,0.44718,0.40852,3

ROUGE-2+StopWordRemoval,FNS33036,33036.TXT,0.20199,0.22389,0.21238,3

ROUGE-SU4+StopWordRemoval,FNS33036,33036.TXT,0.25800,0.23772,0.24744,3

ROUGE-L+StopWordRemoval,FNS33039,33039.TXT,0.29467,0.30068,0.29765,3

ROUGE-1+StopWordRemoval,FNS33039,33039.TXT,0.39383,0.44987,0.41999,3

ROUGE-2+StopWordRemoval,FNS33039,33039.TXT,0.10964,0.10269,0.10605,3

ROUGE-SU4+StopWordRemoval,FNS33039,33039.TXT,0.20276,0.16520,0.18206,3

ROUGE-L+StopWordRemoval,FNS33038,33038.TXT,0.25055,0.22692,0.23815,3

ROUGE-1+StopWordRemoval,FNS33038,33038.TXT,0.40512,0.40760,0.40636,3

ROUGE-2+StopWordRemoval,FNS33038,33038.TXT,0.12283,0.10820,0.11505,3

ROUGE-SU4+StopWordRemoval,FNS33038,33038.TXT,0.20972,0.16625,0.18547,3

ROUGE-L+StopWordRemoval,FNS31654,31654.TXT,0.75037,0.36848,0.49425,4

ROUGE-1+StopWordRemoval,FNS31654,31654.TXT,0.73178,0.36307,0.48534,4

ROUGE-2+StopWordRemoval,FNS31654,31654.TXT,0.58100,0.20825,0.30660,4

